Date,State,StateAbbreviation,NumberOfFloods
2009-05-01,New Jersey,NJ,2
2009-06-01,New Jersey,NJ,18
2009-07-01,New Jersey,NJ,21
2009-08-01,New Jersey,NJ,31
2009-09-01,New Jersey,NJ,2
2009-10-01,New Jersey,NJ,16
2009-11-01,New Jersey,NJ,8
2009-12-01,New Jersey,NJ,17
2010-01-01,New Jersey,NJ,3
2010-02-01,New Jersey,NJ,5
2010-03-01,New Jersey,NJ,51
2010-04-01,New Jersey,NJ,6
2010-05-01,New Jersey,NJ,1
2010-06-01,New Jersey,NJ,0
2010-07-01,New Jersey,NJ,17
2010-08-01,New Jersey,NJ,3
2010-09-01,New Jersey,NJ,1
2010-10-01,New Jersey,NJ,16
2010-11-01,New Jersey,NJ,0
2010-12-01,New Jersey,NJ,1
2011-01-01,New Jersey,NJ,0
2011-02-01,New Jersey,NJ,2
2011-03-01,New Jersey,NJ,18
2011-04-01,New Jersey,NJ,21
2011-05-01,New Jersey,NJ,6
2011-06-01,New Jersey,NJ,10
2011-07-01,New Jersey,NJ,10
2011-08-01,New Jersey,NJ,76
2011-09-01,New Jersey,NJ,47
2011-10-01,New Jersey,NJ,6
2011-11-01,New Jersey,NJ,3
2011-12-01,New Jersey,NJ,7
2012-01-01,New Jersey,NJ,2
2012-02-01,New Jersey,NJ,0
2012-03-01,New Jersey,NJ,0
2012-04-01,New Jersey,NJ,1
2012-05-01,New Jersey,NJ,0
2012-06-01,New Jersey,NJ,16
2012-07-01,New Jersey,NJ,11
2012-08-01,New Jersey,NJ,13
2012-09-01,New Jersey,NJ,6
2012-10-01,New Jersey,NJ,29
2012-11-01,New Jersey,NJ,0
2012-12-01,New Jersey,NJ,25
2013-01-01,New Jersey,NJ,3
2013-02-01,New Jersey,NJ,1
2013-03-01,New Jersey,NJ,20
2013-04-01,New Jersey,NJ,0
2013-05-01,New Jersey,NJ,9
2013-06-01,New Jersey,NJ,46
2013-07-01,New Jersey,NJ,43
2013-08-01,New Jersey,NJ,23
2013-09-01,New Jersey,NJ,28
2013-10-01,New Jersey,NJ,0
2013-11-01,New Jersey,NJ,4
2013-12-01,New Jersey,NJ,0
2014-01-01,New Jersey,NJ,20
2014-02-01,New Jersey,NJ,1
2014-03-01,New Jersey,NJ,16
2014-04-01,New Jersey,NJ,64
2014-05-01,New Jersey,NJ,60
2014-06-01,New Jersey,NJ,28
2014-07-01,New Jersey,NJ,80
2014-08-01,New Jersey,NJ,30
2014-09-01,New Jersey,NJ,0
2014-10-01,New Jersey,NJ,2
2014-11-01,New Jersey,NJ,0
2014-12-01,New Jersey,NJ,18
2015-01-01,New Jersey,NJ,10
2015-02-01,New Jersey,NJ,0
2015-03-01,New Jersey,NJ,6
2015-04-01,New Jersey,NJ,0
2015-05-01,New Jersey,NJ,34
2015-06-01,New Jersey,NJ,26
2015-07-01,New Jersey,NJ,34
2015-08-01,New Jersey,NJ,12
2015-09-01,New Jersey,NJ,10
2015-10-01,New Jersey,NJ,3
2015-11-01,New Jersey,NJ,0
2015-12-01,New Jersey,NJ,0
2016-01-01,New Jersey,NJ,7
2016-02-01,New Jersey,NJ,23
2016-03-01,New Jersey,NJ,0
2016-04-01,New Jersey,NJ,0
2016-05-01,New Jersey,NJ,14
2016-06-01,New Jersey,NJ,2
2016-07-01,New Jersey,NJ,4
2016-08-01,New Jersey,NJ,1
2016-09-01,New Jersey,NJ,7
2016-10-01,New Jersey,NJ,0
2016-11-01,New Jersey,NJ,3
2016-12-01,New Jersey,NJ,0
2017-01-01,New Jersey,NJ,5
2017-02-01,New Jersey,NJ,0
2017-03-01,New Jersey,NJ,30
2017-04-01,New Jersey,NJ,2
2017-05-01,New Jersey,NJ,46
2017-06-01,New Jersey,NJ,10
2017-07-01,New Jersey,NJ,41
2017-08-01,New Jersey,NJ,32
2017-09-01,New Jersey,NJ,16
2017-10-01,New Jersey,NJ,9
2017-11-01,New Jersey,NJ,0
2017-12-01,New Jersey,NJ,0
2018-01-01,New Jersey,NJ,2
2018-02-01,New Jersey,NJ,6
2018-03-01,New Jersey,NJ,22
2018-04-01,New Jersey,NJ,37
2018-05-01,New Jersey,NJ,13
2018-06-01,New Jersey,NJ,14
2018-07-01,New Jersey,NJ,22
2018-08-01,New Jersey,NJ,43
2018-09-01,New Jersey,NJ,42
2018-10-01,New Jersey,NJ,0
2018-11-01,New Jersey,NJ,13
2018-12-01,New Jersey,NJ,0
2019-01-01,New Jersey,NJ,3
2019-02-01,New Jersey,NJ,0
2019-03-01,New Jersey,NJ,1
2019-04-01,New Jersey,NJ,0
2019-05-01,New Jersey,NJ,16
2019-06-01,New Jersey,NJ,30
2019-07-01,New Jersey,NJ,42
2019-08-01,New Jersey,NJ,31
2019-09-01,New Jersey,NJ,0
2019-10-01,New Jersey,NJ,21
2019-11-01,New Jersey,NJ,0
2019-12-01,New Jersey,NJ,0
2020-01-01,New Jersey,NJ,0
2020-02-01,New Jersey,NJ,0
2020-03-01,New Jersey,NJ,0
2020-04-01,New Jersey,NJ,0
2020-05-01,New Jersey,NJ,0
2020-06-01,New Jersey,NJ,11
2020-07-01,New Jersey,NJ,64
2020-08-01,New Jersey,NJ,60
2020-09-01,New Jersey,NJ,0
2020-10-01,New Jersey,NJ,4
2020-11-01,New Jersey,NJ,0
2020-12-01,New Jersey,NJ,5
2021-01-01,New Jersey,NJ,0
2021-02-01,New Jersey,NJ,0
2021-03-01,New Jersey,NJ,0
2021-04-01,New Jersey,NJ,0
2021-05-01,New Jersey,NJ,0
2021-06-01,New Jersey,NJ,0
2021-07-01,New Jersey,NJ,0
2021-08-01,New Jersey,NJ,0
2021-09-01,New Jersey,NJ,0
2021-10-01,New Jersey,NJ,0
2021-11-01,New Jersey,NJ,0
2021-12-01,New Jersey,NJ,0
2006-01-01,New Mexico,NM,0
2006-02-01,New Mexico,NM,0
2006-03-01,New Mexico,NM,0
2006-04-01,New Mexico,NM,0
2006-05-01,New Mexico,NM,0
2006-06-01,New Mexico,NM,0
2006-07-01,New Mexico,NM,0
2006-08-01,New Mexico,NM,0
2006-09-01,New Mexico,NM,0
2006-10-01,New Mexico,NM,0
2006-11-01,New Mexico,NM,0
2006-12-01,New Mexico,NM,0
2007-01-01,New Mexico,NM,0
2007-02-01,New Mexico,NM,0
2007-03-01,New Mexico,NM,3
2007-04-01,New Mexico,NM,0
2007-05-01,New Mexico,NM,8
2007-06-01,New Mexico,NM,0
2007-07-01,New Mexico,NM,13
2007-08-01,New Mexico,NM,12
2007-09-01,New Mexico,NM,12
2007-10-01,New Mexico,NM,0
2007-11-01,New Mexico,NM,0
2007-12-01,New Mexico,NM,1
2008-01-01,New Mexico,NM,3
2008-02-01,New Mexico,NM,0
2008-03-01,New Mexico,NM,0
2008-04-01,New Mexico,NM,0
2008-05-01,New Mexico,NM,2
2008-06-01,New Mexico,NM,2
2008-07-01,New Mexico,NM,37
2008-08-01,New Mexico,NM,36
2008-09-01,New Mexico,NM,1
2008-10-01,New Mexico,NM,1
2008-11-01,New Mexico,NM,0
2008-12-01,New Mexico,NM,0
2009-01-01,New Mexico,NM,0
2009-02-01,New Mexico,NM,0
2009-03-01,New Mexico,NM,0
2009-04-01,New Mexico,NM,0
2009-05-01,New Mexico,NM,3
2009-06-01,New Mexico,NM,7
2009-07-01,New Mexico,NM,16
2009-08-01,New Mexico,NM,5
2009-09-01,New Mexico,NM,10
2009-10-01,New Mexico,NM,0
2009-11-01,New Mexico,NM,0
2009-12-01,New Mexico,NM,0
2010-01-01,New Mexico,NM,2
2010-02-01,New Mexico,NM,0
2010-03-01,New Mexico,NM,0
2010-04-01,New Mexico,NM,1
2010-05-01,New Mexico,NM,2
2010-06-01,New Mexico,NM,4
2010-07-01,New Mexico,NM,40
2010-08-01,New Mexico,NM,19
2010-09-01,New Mexico,NM,7
2010-10-01,New Mexico,NM,0
2010-11-01,New Mexico,NM,0
2010-12-01,New Mexico,NM,0
2011-01-01,New Mexico,NM,0
2011-02-01,New Mexico,NM,0
2011-03-01,New Mexico,NM,0
2011-04-01,New Mexico,NM,0
2011-05-01,New Mexico,NM,0
2011-06-01,New Mexico,NM,0
2011-07-01,New Mexico,NM,9
2011-08-01,New Mexico,NM,18
2011-09-01,New Mexico,NM,1
2011-10-01,New Mexico,NM,0
2011-11-01,New Mexico,NM,1
2011-12-01,New Mexico,NM,0
2012-01-01,New Mexico,NM,0
2012-02-01,New Mexico,NM,0
2012-03-01,New Mexico,NM,0
2012-04-01,New Mexico,NM,1
2012-05-01,New Mexico,NM,2
2012-06-01,New Mexico,NM,1
2012-07-01,New Mexico,NM,14
2012-08-01,New Mexico,NM,13
2012-09-01,New Mexico,NM,4
2012-10-01,New Mexico,NM,0
2012-11-01,New Mexico,NM,0
2012-12-01,New Mexico,NM,0
2013-01-01,New Mexico,NM,0
2013-02-01,New Mexico,NM,0
2013-03-01,New Mexico,NM,0
2013-04-01,New Mexico,NM,0
2013-05-01,New Mexico,NM,0
2013-06-01,New Mexico,NM,9
2013-07-01,New Mexico,NM,69
2013-08-01,New Mexico,NM,29
2013-09-01,New Mexico,NM,188
2013-10-01,New Mexico,NM,2
2013-11-01,New Mexico,NM,0
2013-12-01,New Mexico,NM,0
2014-01-01,New Mexico,NM,0
2014-02-01,New Mexico,NM,0
2014-03-01,New Mexico,NM,0
2014-04-01,New Mexico,NM,0
2014-05-01,New Mexico,NM,12
2014-06-01,New Mexico,NM,8
2014-07-01,New Mexico,NM,82
2014-08-01,New Mexico,NM,36
2014-09-01,New Mexico,NM,102
2014-10-01,New Mexico,NM,2
2014-11-01,New Mexico,NM,0
2014-12-01,New Mexico,NM,0
2015-01-01,New Mexico,NM,0
2015-02-01,New Mexico,NM,0
2015-03-01,New Mexico,NM,0
2015-04-01,New Mexico,NM,0
2015-05-01,New Mexico,NM,16
2015-06-01,New Mexico,NM,14
2015-07-01,New Mexico,NM,46
2015-08-01,New Mexico,NM,22
2015-09-01,New Mexico,NM,6
2015-10-01,New Mexico,NM,11
2015-11-01,New Mexico,NM,0
2015-12-01,New Mexico,NM,0
2016-01-01,New Mexico,NM,0
2016-02-01,New Mexico,NM,0
2016-03-01,New Mexico,NM,0
2016-04-01,New Mexico,NM,0
2016-05-01,New Mexico,NM,1
2016-06-01,New Mexico,NM,5
2016-07-01,New Mexico,NM,4
2016-08-01,New Mexico,NM,44
2016-09-01,New Mexico,NM,6
2016-10-01,New Mexico,NM,2
2016-11-01,New Mexico,NM,5
2016-12-01,New Mexico,NM,0
2017-01-01,New Mexico,NM,1
2017-02-01,New Mexico,NM,0
2017-03-01,New Mexico,NM,0
2017-04-01,New Mexico,NM,1
2017-05-01,New Mexico,NM,2
2017-06-01,New Mexico,NM,4
2017-07-01,New Mexico,NM,18
2017-08-01,New Mexico,NM,13
2017-09-01,New Mexico,NM,14
2017-10-01,New Mexico,NM,14
2017-11-01,New Mexico,NM,0
2017-12-01,New Mexico,NM,0
2018-01-01,New Mexico,NM,0
2018-02-01,New Mexico,NM,0
2018-03-01,New Mexico,NM,0
2018-04-01,New Mexico,NM,0
2018-05-01,New Mexico,NM,4
2018-06-01,New Mexico,NM,1
2018-07-01,New Mexico,NM,24
2018-08-01,New Mexico,NM,13
2018-09-01,New Mexico,NM,1
2018-10-01,New Mexico,NM,0
2018-11-01,New Mexico,NM,0
2018-12-01,New Mexico,NM,0
2019-01-01,New Mexico,NM,0
2019-02-01,New Mexico,NM,0
2019-03-01,New Mexico,NM,0
2019-04-01,New Mexico,NM,0
2019-05-01,New Mexico,NM,0
2019-06-01,New Mexico,NM,3
2019-07-01,New Mexico,NM,8
2019-08-01,New Mexico,NM,11
2019-09-01,New Mexico,NM,6
2019-10-01,New Mexico,NM,3
2019-11-01,New Mexico,NM,0
2019-12-01,New Mexico,NM,0
2020-01-01,New Mexico,NM,0
2020-02-01,New Mexico,NM,0
2020-03-01,New Mexico,NM,0
2020-04-01,New Mexico,NM,0
2020-05-01,New Mexico,NM,0
2020-06-01,New Mexico,NM,0
2020-07-01,New Mexico,NM,21
2020-08-01,New Mexico,NM,2
2020-09-01,New Mexico,NM,4
2020-10-01,New Mexico,NM,0
2020-11-01,New Mexico,NM,0
2020-12-01,New Mexico,NM,0
2021-01-01,New Mexico,NM,0
2021-02-01,New Mexico,NM,0
2021-03-01,New Mexico,NM,0
2021-04-01,New Mexico,NM,0
2021-05-01,New Mexico,NM,0
2021-06-01,New Mexico,NM,0
2021-07-01,New Mexico,NM,0
2021-08-01,New Mexico,NM,0
2021-09-01,New Mexico,NM,0
2021-10-01,New Mexico,NM,0
2021-11-01,New Mexico,NM,0
2021-12-01,New Mexico,NM,0
2006-01-01,Nevada,NV,0
2006-02-01,Nevada,NV,0
2006-03-01,Nevada,NV,0
2006-04-01,Nevada,NV,0
2006-05-01,Nevada,NV,0
2006-06-01,Nevada,NV,0
2006-07-01,Nevada,NV,0
2006-08-01,Nevada,NV,0
2006-09-01,Nevada,NV,0
2006-10-01,Nevada,NV,2
2006-11-01,Nevada,NV,0
2006-12-01,Nevada,NV,0
2007-01-01,Nevada,NV,0
2007-02-01,Nevada,NV,0
2007-03-01,Nevada,NV,0
2007-04-01,Nevada,NV,0
2007-05-01,Nevada,NV,0
2007-06-01,Nevada,NV,1
2007-07-01,Nevada,NV,2
2007-08-01,Nevada,NV,3
2007-09-01,Nevada,NV,2
2007-10-01,Nevada,NV,0
2007-11-01,Nevada,NV,0
2007-12-01,Nevada,NV,0
2008-01-01,Nevada,NV,1
2008-02-01,Nevada,NV,0
2008-03-01,Nevada,NV,0
2008-04-01,Nevada,NV,0
2008-05-01,Nevada,NV,0
2008-06-01,Nevada,NV,0
2008-07-01,Nevada,NV,5
2008-08-01,Nevada,NV,7
2008-09-01,Nevada,NV,1
2008-10-01,Nevada,NV,0
2008-11-01,Nevada,NV,0
2008-12-01,Nevada,NV,0
2009-01-01,Nevada,NV,0
2009-02-01,Nevada,NV,0
2009-03-01,Nevada,NV,0
2009-04-01,Nevada,NV,0
2009-05-01,Nevada,NV,2
2009-06-01,Nevada,NV,1
2009-07-01,Nevada,NV,1
2009-08-01,Nevada,NV,1
2009-09-01,Nevada,NV,0
2009-10-01,Nevada,NV,0
2009-11-01,Nevada,NV,0
2009-12-01,Nevada,NV,0
2010-01-01,Nevada,NV,3
2010-02-01,Nevada,NV,0
2010-03-01,Nevada,NV,0
2010-04-01,Nevada,NV,0
2010-05-01,Nevada,NV,0
2010-06-01,Nevada,NV,2
2010-07-01,Nevada,NV,1
2010-08-01,Nevada,NV,4
2010-09-01,Nevada,NV,0
2010-10-01,Nevada,NV,8
2010-11-01,Nevada,NV,0
2010-12-01,Nevada,NV,14
2011-01-01,Nevada,NV,0
2011-02-01,Nevada,NV,0
2011-03-01,Nevada,NV,0
2011-04-01,Nevada,NV,0
2011-05-01,Nevada,NV,0
2011-06-01,Nevada,NV,2
2011-07-01,Nevada,NV,9
2011-08-01,Nevada,NV,0
2011-09-01,Nevada,NV,7
2011-10-01,Nevada,NV,1
2011-11-01,Nevada,NV,0
2011-12-01,Nevada,NV,0
2012-01-01,Nevada,NV,1
2012-02-01,Nevada,NV,0
2012-03-01,Nevada,NV,0
2012-04-01,Nevada,NV,0
2012-05-01,Nevada,NV,0
2012-06-01,Nevada,NV,0
2012-07-01,Nevada,NV,16
2012-08-01,Nevada,NV,22
2012-09-01,Nevada,NV,7
2012-10-01,Nevada,NV,6
2012-11-01,Nevada,NV,0
2012-12-01,Nevada,NV,0
2013-01-01,Nevada,NV,0
2013-02-01,Nevada,NV,0
2013-03-01,Nevada,NV,0
2013-04-01,Nevada,NV,0
2013-05-01,Nevada,NV,0
2013-06-01,Nevada,NV,4
2013-07-01,Nevada,NV,19
2013-08-01,Nevada,NV,19
2013-09-01,Nevada,NV,38
2013-10-01,Nevada,NV,0
2013-11-01,Nevada,NV,0
2013-12-01,Nevada,NV,0
2014-01-01,Nevada,NV,0
2014-02-01,Nevada,NV,1
2014-03-01,Nevada,NV,0
2014-04-01,Nevada,NV,0
2014-05-01,Nevada,NV,2
2014-06-01,Nevada,NV,0
2014-07-01,Nevada,NV,50
2014-08-01,Nevada,NV,103
2014-09-01,Nevada,NV,64
2014-10-01,Nevada,NV,0
2014-11-01,Nevada,NV,0
2014-12-01,Nevada,NV,0
2015-01-01,Nevada,NV,0
2015-02-01,Nevada,NV,0
2015-03-01,Nevada,NV,0
2015-04-01,Nevada,NV,0
2015-05-01,Nevada,NV,4
2015-06-01,Nevada,NV,16
2015-07-01,Nevada,NV,52
2015-08-01,Nevada,NV,30
2015-09-01,Nevada,NV,0
2015-10-01,Nevada,NV,26
2015-11-01,Nevada,NV,0
2015-12-01,Nevada,NV,0
2016-01-01,Nevada,NV,1
2016-02-01,Nevada,NV,0
2016-03-01,Nevada,NV,0
2016-04-01,Nevada,NV,0
2016-05-01,Nevada,NV,3
2016-06-01,Nevada,NV,5
2016-07-01,Nevada,NV,3
2016-08-01,Nevada,NV,13
2016-09-01,Nevada,NV,0
2016-10-01,Nevada,NV,0
2016-11-01,Nevada,NV,0
2016-12-01,Nevada,NV,1
2017-01-01,Nevada,NV,7
2017-02-01,Nevada,NV,9
2017-03-01,Nevada,NV,0
2017-04-01,Nevada,NV,0
2017-05-01,Nevada,NV,0
2017-06-01,Nevada,NV,0
2017-07-01,Nevada,NV,28
2017-08-01,Nevada,NV,11
2017-09-01,Nevada,NV,4
2017-10-01,Nevada,NV,0
2017-11-01,Nevada,NV,0
2017-12-01,Nevada,NV,0
2018-01-01,Nevada,NV,3
2018-02-01,Nevada,NV,0
2018-03-01,Nevada,NV,1
2018-04-01,Nevada,NV,2
2018-05-01,Nevada,NV,7
2018-06-01,Nevada,NV,0
2018-07-01,Nevada,NV,21
2018-08-01,Nevada,NV,3
2018-09-01,Nevada,NV,0
2018-10-01,Nevada,NV,0
2018-11-01,Nevada,NV,0
2018-12-01,Nevada,NV,0
2019-01-01,Nevada,NV,0
2019-02-01,Nevada,NV,3
2019-03-01,Nevada,NV,2
2019-04-01,Nevada,NV,1
2019-05-01,Nevada,NV,2
2019-06-01,Nevada,NV,2
2019-07-01,Nevada,NV,4
2019-08-01,Nevada,NV,1
2019-09-01,Nevada,NV,0
2019-10-01,Nevada,NV,0
2019-11-01,Nevada,NV,1
2019-12-01,Nevada,NV,1
2020-01-01,Nevada,NV,0
2020-02-01,Nevada,NV,0
2020-03-01,Nevada,NV,1
2020-04-01,Nevada,NV,0
2020-05-01,Nevada,NV,0
2020-06-01,Nevada,NV,0
2020-07-01,Nevada,NV,0
2020-08-01,Nevada,NV,1
2020-09-01,Nevada,NV,0
2020-10-01,Nevada,NV,0
2020-11-01,Nevada,NV,0
2020-12-01,Nevada,NV,0
2021-01-01,Nevada,NV,0
2021-02-01,Nevada,NV,0
2021-03-01,Nevada,NV,0
2021-04-01,Nevada,NV,0
2021-05-01,Nevada,NV,0
2021-06-01,Nevada,NV,0
2021-07-01,Nevada,NV,0
2021-08-01,Nevada,NV,0
2021-09-01,Nevada,NV,0
2021-10-01,Nevada,NV,0
2021-11-01,Nevada,NV,0
2021-12-01,Nevada,NV,0
2006-01-01,New York,NY,0
2006-02-01,New York,NY,0
2006-03-01,New York,NY,0
2006-04-01,New York,NY,0
2006-05-01,New York,NY,0
2006-06-01,New York,NY,0
2006-07-01,New York,NY,0
2006-08-01,New York,NY,0
2006-09-01,New York,NY,0
2006-10-01,New York,NY,27
2006-11-01,New York,NY,62
2006-12-01,New York,NY,0
2007-01-01,New York,NY,1
2007-02-01,New York,NY,0
2007-03-01,New York,NY,43
2007-04-01,New York,NY,47
2007-05-01,New York,NY,0
2007-06-01,New York,NY,21
2007-07-01,New York,NY,20
2007-08-01,New York,NY,7
2007-09-01,New York,NY,1
2007-10-01,New York,NY,9
2007-11-01,New York,NY,0
2007-12-01,New York,NY,6
2008-01-01,New York,NY,2
2008-02-01,New York,NY,5
2008-03-01,New York,NY,29
2008-04-01,New York,NY,5
2008-05-01,New York,NY,1
2008-06-01,New York,NY,27
2008-07-01,New York,NY,38
2008-08-01,New York,NY,49
2008-09-01,New York,NY,26
2008-10-01,New York,NY,1
2008-11-01,New York,NY,0
2008-12-01,New York,NY,15
2009-01-01,New York,NY,0
2009-02-01,New York,NY,5
2009-03-01,New York,NY,12
2009-04-01,New York,NY,0
2009-05-01,New York,NY,2
2009-06-01,New York,NY,11
2009-07-01,New York,NY,56
2009-08-01,New York,NY,42
2009-09-01,New York,NY,0
2009-10-01,New York,NY,8
2009-11-01,New York,NY,4
2009-12-01,New York,NY,0
2010-01-01,New York,NY,46
2010-02-01,New York,NY,0
2010-03-01,New York,NY,38
2010-04-01,New York,NY,0
2010-05-01,New York,NY,0
2010-06-01,New York,NY,1
2010-07-01,New York,NY,22
2010-08-01,New York,NY,23
2010-09-01,New York,NY,30
2010-10-01,New York,NY,40
2010-11-01,New York,NY,2
2010-12-01,New York,NY,21
2011-01-01,New York,NY,0
2011-02-01,New York,NY,0
2011-03-01,New York,NY,32
2011-04-01,New York,NY,53
2011-05-01,New York,NY,59
2011-06-01,New York,NY,19
2011-07-01,New York,NY,6
2011-08-01,New York,NY,184
2011-09-01,New York,NY,120
2011-10-01,New York,NY,5
2011-11-01,New York,NY,1
2011-12-01,New York,NY,5
2012-01-01,New York,NY,0
2012-02-01,New York,NY,0
2012-03-01,New York,NY,0
2012-04-01,New York,NY,0
2012-05-01,New York,NY,2
2012-06-01,New York,NY,12
2012-07-01,New York,NY,11
2012-08-01,New York,NY,20
2012-09-01,New York,NY,12
2012-10-01,New York,NY,16
2012-11-01,New York,NY,4
2012-12-01,New York,NY,9
2013-01-01,New York,NY,4
2013-02-01,New York,NY,7
2013-03-01,New York,NY,7
2013-04-01,New York,NY,1
2013-05-01,New York,NY,32
2013-06-01,New York,NY,88
2013-07-01,New York,NY,77
2013-08-01,New York,NY,28
2013-09-01,New York,NY,22
2013-10-01,New York,NY,0
2013-11-01,New York,NY,2
2013-12-01,New York,NY,22
2014-01-01,New York,NY,22
2014-02-01,New York,NY,2
2014-03-01,New York,NY,0
2014-04-01,New York,NY,37
2014-05-01,New York,NY,135
2014-06-01,New York,NY,141
2014-07-01,New York,NY,112
2014-08-01,New York,NY,144
2014-09-01,New York,NY,0
2014-10-01,New York,NY,8
2014-11-01,New York,NY,4
2014-12-01,New York,NY,16
2015-01-01,New York,NY,4
2015-02-01,New York,NY,0
2015-03-01,New York,NY,4
2015-04-01,New York,NY,0
2015-05-01,New York,NY,30
2015-06-01,New York,NY,53
2015-07-01,New York,NY,84
2015-08-01,New York,NY,34
2015-09-01,New York,NY,32
2015-10-01,New York,NY,1
2015-11-01,New York,NY,0
2015-12-01,New York,NY,0
2016-01-01,New York,NY,11
2016-02-01,New York,NY,25
2016-03-01,New York,NY,0
2016-04-01,New York,NY,0
2016-05-01,New York,NY,10
2016-06-01,New York,NY,8
2016-07-01,New York,NY,9
2016-08-01,New York,NY,26
2016-09-01,New York,NY,7
2016-10-01,New York,NY,2
2016-11-01,New York,NY,0
2016-12-01,New York,NY,0
2017-01-01,New York,NY,11
2017-02-01,New York,NY,4
2017-03-01,New York,NY,4
2017-04-01,New York,NY,19
2017-05-01,New York,NY,25
2017-06-01,New York,NY,21
2017-07-01,New York,NY,132
2017-08-01,New York,NY,9
2017-09-01,New York,NY,11
2017-10-01,New York,NY,19
2017-11-01,New York,NY,17
2017-12-01,New York,NY,0
2018-01-01,New York,NY,42
2018-02-01,New York,NY,0
2018-03-01,New York,NY,13
2018-04-01,New York,NY,13
2018-05-01,New York,NY,2
2018-06-01,New York,NY,14
2018-07-01,New York,NY,29
2018-08-01,New York,NY,68
2018-09-01,New York,NY,30
2018-10-01,New York,NY,0
2018-11-01,New York,NY,2
2018-12-01,New York,NY,2
2019-01-01,New York,NY,24
2019-02-01,New York,NY,12
2019-03-01,New York,NY,0
2019-04-01,New York,NY,10
2019-05-01,New York,NY,22
2019-06-01,New York,NY,35
2019-07-01,New York,NY,42
2019-08-01,New York,NY,34
2019-09-01,New York,NY,0
2019-10-01,New York,NY,138
2019-11-01,New York,NY,60
2019-12-01,New York,NY,0
2020-01-01,New York,NY,3
2020-02-01,New York,NY,3
2020-03-01,New York,NY,0
2020-04-01,New York,NY,12
2020-05-01,New York,NY,11
2020-06-01,New York,NY,9
2020-07-01,New York,NY,29
2020-08-01,New York,NY,52
2020-09-01,New York,NY,0
2020-10-01,New York,NY,5
2020-11-01,New York,NY,5
2020-12-01,New York,NY,42
2021-01-01,New York,NY,0
2021-02-01,New York,NY,0
2021-03-01,New York,NY,0
2021-04-01,New York,NY,0
2021-05-01,New York,NY,0
2021-06-01,New York,NY,0
2021-07-01,New York,NY,0
2021-08-01,New York,NY,0
2021-09-01,New York,NY,0
2021-10-01,New York,NY,0
2021-11-01,New York,NY,0
2021-12-01,New York,NY,0
2006-01-01,Ohio,OH,0
2006-02-01,Ohio,OH,0
2006-03-01,Ohio,OH,0
2006-04-01,Ohio,OH,0
2006-05-01,Ohio,OH,0
2006-06-01,Ohio,OH,0
2006-07-01,Ohio,OH,0
2006-08-01,Ohio,OH,0
2006-09-01,Ohio,OH,0
2006-10-01,Ohio,OH,6
2006-11-01,Ohio,OH,0
2006-12-01,Ohio,OH,5
2007-01-01,Ohio,OH,8
2007-02-01,Ohio,OH,1
2007-03-01,Ohio,OH,47
2007-04-01,Ohio,OH,0
2007-05-01,Ohio,OH,2
2007-06-01,Ohio,OH,3
2007-07-01,Ohio,OH,2
2007-08-01,Ohio,OH,50
2007-09-01,Ohio,OH,1
2007-10-01,Ohio,OH,0
2007-11-01,Ohio,OH,0
2007-12-01,Ohio,OH,1
2008-01-01,Ohio,OH,1
2008-02-01,Ohio,OH,12
2008-03-01,Ohio,OH,72
2008-04-01,Ohio,OH,2
2008-05-01,Ohio,OH,4
2008-06-01,Ohio,OH,35
2008-07-01,Ohio,OH,12
2008-08-01,Ohio,OH,2
2008-09-01,Ohio,OH,0
2008-10-01,Ohio,OH,0
2008-11-01,Ohio,OH,0
2008-12-01,Ohio,OH,0
2009-01-01,Ohio,OH,0
2009-02-01,Ohio,OH,2
2009-03-01,Ohio,OH,1
2009-04-01,Ohio,OH,0
2009-05-01,Ohio,OH,4
2009-06-01,Ohio,OH,17
2009-07-01,Ohio,OH,7
2009-08-01,Ohio,OH,4
2009-09-01,Ohio,OH,3
2009-10-01,Ohio,OH,0
2009-11-01,Ohio,OH,0
2009-12-01,Ohio,OH,0
2010-01-01,Ohio,OH,0
2010-02-01,Ohio,OH,0
2010-03-01,Ohio,OH,8
2010-04-01,Ohio,OH,0
2010-05-01,Ohio,OH,31
2010-06-01,Ohio,OH,29
2010-07-01,Ohio,OH,7
2010-08-01,Ohio,OH,1
2010-09-01,Ohio,OH,0
2010-10-01,Ohio,OH,0
2010-11-01,Ohio,OH,0
2010-12-01,Ohio,OH,0
2011-01-01,Ohio,OH,0
2011-02-01,Ohio,OH,50
2011-03-01,Ohio,OH,27
2011-04-01,Ohio,OH,43
2011-05-01,Ohio,OH,79
2011-06-01,Ohio,OH,22
2011-07-01,Ohio,OH,21
2011-08-01,Ohio,OH,7
2011-09-01,Ohio,OH,6
2011-10-01,Ohio,OH,2
2011-11-01,Ohio,OH,5
2011-12-01,Ohio,OH,11
2012-01-01,Ohio,OH,22
2012-02-01,Ohio,OH,1
2012-03-01,Ohio,OH,12
2012-04-01,Ohio,OH,0
2012-05-01,Ohio,OH,27
2012-06-01,Ohio,OH,3
2012-07-01,Ohio,OH,2
2012-08-01,Ohio,OH,2
2012-09-01,Ohio,OH,1
2012-10-01,Ohio,OH,6
2012-11-01,Ohio,OH,0
2012-12-01,Ohio,OH,0
2013-01-01,Ohio,OH,3
2013-02-01,Ohio,OH,0
2013-03-01,Ohio,OH,2
